api_gap:cuKernelGetFunction,api_gap:cuLaunchKernel,api_gap:cudaEventCreateWithFlags,api_gap:cudaEventRecord,api_gap:cudaEventSynchronize,api_gap:cudaLaunchKernel,api_gap:cudaLaunchKernelExC,api_gap:cudaMalloc,api_gap:cudaMemcpyAsync,api_gap:cudaMemsetAsync,api_gap:cudaStreamIsCapturing,api_gap:cudaStreamSynchronize,completion_boundary,completion_monotonic_ns,copy_in_gap_ms,decode_ms,gap_outside_cuda_api_ms,gap_outside_module_ms,gap_without_copy_ms,host_module_gap:backbone,host_module_gap:bbox_head,host_module_gap:data_preprocessor,host_module_gap:decoder,host_module_gap:encoder,host_module_gap:neck,host_module_gap:positional_encoding,host_module_wall:backbone,host_module_wall:bbox_head,host_module_wall:data_preprocessor,host_module_wall:decoder,host_module_wall:encoder,host_module_wall:neck,host_module_wall:positional_encoding,inference_end_ns,inference_start_ns,input_id,latency_ms,model_id,mps_enabled,nonkernel_ms,preprocess_ms,run_id,scene_id,source_frame_id
7.3e-05,0.000544,0.00226,0.002945,0.001963,1.407235,0.000608,,0.43694,0.10252,,0.539042,NVTX inference includes CUDA event synchronization,3124422074330075,0.329794,3.461175,6.2977240000000005,1.5285740000000008,8.462060000000001,0.112033,1.344426,0.952778,3.739887,1.1043,0.001024,0.008832,4.523003,1.79083,1.026123,10.524342,26.679491,0.442997,1.803339,25204438060,25141207086,215,63.230974,dino,False,8.791854,1.699566,i2-i30-0245,scene-0245,scene-0245:image:215
0.0,0.0,0.002567,0.002284,0.001808,1.454455,0.0,,0.436747,0.096528,,0.622795,NVTX inference includes CUDA event synchronization,3124422153287416,0.33658,3.569942,6.492621,1.5745939999999994,8.773225,0.217459,1.298863,1.077475,3.790424,1.143406,0.000864,0.00672,4.642935,1.745428,1.144324,10.537958,26.697233,0.462659,1.860341,25283395148,25219269195,216,64.125953,dino,False,9.109805,1.799747,i2-i30-0245,scene-0245,scene-0245:image:216
0.0,0.0,0.002509,0.002235,0.001867,1.441008,0.0,,0.451034,0.097899,,0.527287,NVTX inference includes CUDA event synchronization,3124422251891913,0.320962,3.47344,6.535592999999999,1.5254299999999992,8.73847,0.108554,1.386489,0.999858,3.931407,1.099438,0.001728,0.006528,4.663978,1.825117,1.070739,10.563313,26.611158,0.453974,1.819588,25381999426,25318854966,217,63.14446,dino,False,9.059432,1.760721,i2-i30-0245,scene-0245,scene-0245:image:217
0.0,0.00112,0.0021,0.002223,0.00187,1.441522,0.0,,0.440998,0.094121,,0.549603,NVTX inference includes CUDA event synchronization,3124422339781605,0.331076,3.501717,6.381695000000001,1.5140760000000002,8.584176000000001,0.129451,1.285588,0.995559,3.852838,1.129068,0.001792,0.00688,4.663924,1.732278,1.068871,10.602683,26.722223,0.43637,1.821564,25469889070,25406066376,218,63.822694,dino,False,8.915252,1.773678,i2-i30-0245,scene-0245,scene-0245:image:218
0.0,0.001152,0.002509,0.002158,0.002328,1.490075,0.0,,0.435017,0.098753,,0.528844,NVTX inference includes CUDA event synchronization,3124422410613019,0.32157,3.513807,6.39916,1.524585,8.638426,0.131713,1.333875,0.929201,3.890464,1.141902,0.001088,0.007168,4.632927,1.781787,1.003122,10.640726,26.786564,0.443553,1.824379,25540721161,25477242011,219,63.47915,dino,False,8.959996,1.724569,i2-i30-0245,scene-0245,scene-0245:image:219
8.6e-05,0.0,0.002201,0.002633,0.001884,1.445373,0.000512,,0.444873,0.10122,,0.534843,NVTX inference includes CUDA event synchronization,3124422502422572,0.325187,3.534718,6.452991,1.5280379999999996,8.661429,0.113636,1.339035,1.017322,3.896957,1.081068,0.003168,0.007392,4.675366,1.774755,1.088428,10.588167,26.647413,0.449917,1.856638,25632530698,25569384072,220,63.146626,dino,False,8.986616,1.769316,i2-i30-0245,scene-0245,scene-0245:image:220
0.0,0.000512,0.002259,0.002222,0.002377,1.493078,0.0,,0.420213,0.100753,,0.53078,NVTX inference includes CUDA event synchronization,3124422573204901,0.31991,3.493107,6.594707,1.593591,8.826991,0.1072,1.34058,0.853007,3.995452,1.247855,0.00112,0.008096,4.508967,1.786793,0.928976,10.702297,26.770852,0.410992,1.807134,25703313635,25639749120,221,63.564515,dino,False,9.146901,1.685558,i2-i30-0245,scene-0245,scene-0245:image:221
0.0,0.000512,0.002732,0.002124,0.002195,1.424575,0.0,,0.42389,0.105258,,0.539756,NVTX inference includes CUDA event synchronization,3124422651692405,0.324612,3.454721,6.348978000000001,1.5046830000000009,8.525408,0.108194,1.282306,0.951413,3.887091,1.108301,0.00112,0.006912,4.538537,1.727783,1.023605,10.591632,26.64793,0.419473,1.804514,25781799862,25718655305,222,63.144557,dino,False,8.85002,1.717664,i2-i30-0245,scene-0245,scene-0245:image:222
0.0,0.0,0.002363,0.00217,0.001807,1.518857,0.0,,0.433267,0.110895,,0.614628,NVTX inference includes CUDA event synchronization,3124422759435817,0.325316,6.972767,6.884449999999999,1.7614659999999995,9.243120999999999,0.11475,1.310608,1.00543,4.025705,1.340046,0.003296,0.007136,4.611841,1.76095,1.076439,10.805153,27.152681,0.461312,1.816095,25889543058,25824392352,223,65.150706,dino,False,9.568437,2.169985,i2-i30-0245,scene-0245,scene-0245:image:223
0.0,0.0,0.002171,0.002889,0.001916,1.51275,0.0,,0.457384,0.105258,,0.526873,NVTX inference includes CUDA event synchronization,3124422840579573,0.321635,3.624915,6.7224759999999995,1.607842999999999,9.010081999999999,0.109607,1.345453,0.981073,4.14296,1.134093,0.00304,0.007648,4.699327,1.783761,1.056114,10.801135,26.755769,0.449211,1.864997,25970687552,25906592007,224,64.095545,dino,False,9.331717,1.784322,i2-i30-0245,scene-0245,scene-0245:image:224
0.0,0.000119,0.002148,0.01318,0.002266,1.469973,0.000608,,0.426703,0.09792,,0.534546,NVTX inference includes CUDA event synchronization,3124422911236701,0.315941,3.524078,6.331781999999999,1.527735999999999,8.563303999999999,0.109109,1.328629,0.921721,3.864391,1.117419,0.001088,0.009152,4.526601,1.773851,0.994171,10.54571,26.68965,0.427163,1.816529,26041344438,25978222200,225,63.122238,dino,False,8.879245,1.735547,i2-i30-0245,scene-0245,scene-0245:image:225
0.0,0.000544,0.002182,0.00265,0.00169,1.483461,0.0,,0.426919,0.102031,,0.553744,NVTX inference includes CUDA event synchronization,3124423002658209,0.322885,4.123425,6.653879,1.4901359999999997,8.904215,0.112951,1.330999,0.996257,4.163049,1.124044,0.003168,0.006496,4.593195,1.734202,1.066914,10.54372,26.738278,0.444084,1.799511,26132766095,26069773837,226,62.992258,dino,False,9.2271,1.75898,i2-i30-0245,scene-0245,scene-0245:image:226
0.0,0.0,0.002799,0.002183,0.002374,1.458782,0.0,,0.421413,0.109098,,0.550527,NVTX inference includes CUDA event synchronization,3124423073050652,0.313122,3.445472,6.265371999999999,1.4912269999999994,8.499426,0.102994,1.363309,0.848236,3.862193,1.135213,0.00112,0.008256,4.48395,1.812975,0.921325,10.648402,26.633455,0.428627,1.768468,26203158234,26139983861,227,63.174373,dino,False,8.812548,1.695917,i2-i30-0245,scene-0245,scene-0245:image:227
0.0,0.0,0.002216,0.002251,0.001835,1.462867,0.0,,0.432466,0.103081,,0.540631,NVTX inference includes CUDA event synchronization,3124423152139203,0.318756,3.521,6.439359,1.5295259999999988,8.665949999999999,0.113084,1.377486,0.986056,3.846415,1.122059,0.00112,0.00896,4.626893,1.826609,1.05841,10.578048,26.6382,0.447815,1.833338,26282246424,26218930665,228,63.315759,dino,False,8.984706,1.792243,i2-i30-0245,scene-0245,scene-0245:image:228
0.0,0.0,0.002707,0.002952,0.00194,1.461583,0.0,,0.44027,0.103644,,0.505796,NVTX inference includes CUDA event synchronization,3124423256748727,0.315012,6.778136,6.658357,1.5590709999999994,8.862237,0.111821,1.334729,1.009679,4.036206,1.117134,0.002145,0.006464,4.579995,1.737804,1.080337,10.352875,26.600728,0.449169,1.815076,26386857398,26324027471,229,62.829927,dino,False,9.177249,2.092205,i2-i30-0245,scene-0245,scene-0245:image:229
0.0,0.001023,0.002427,0.002437,0.001813,1.513981,0.000544,,0.605109,0.098998,,0.532918,NVTX inference includes CUDA event synchronization,3124423340160847,0.396932,3.600333,6.570325,1.570634,8.932643,0.137982,1.326288,1.185418,3.901178,1.197163,0.004448,0.006464,4.80435,1.767349,1.256299,10.594186,26.680789,0.453778,1.952733,26470268097,26406633234,230,63.634863,dino,False,9.329575,1.822361,i2-i30-0245,scene-0245,scene-0245:image:230
0.0,0.0,0.003133,0.00253,0.002009,1.474938,0.0,0.113606,0.464774,0.104321,0.0,0.508197,NVTX inference includes CUDA event synchronization,3125411942955291,0.339236,3.384383,6.403776000000001,1.5316800000000006,8.738048000000001,0.096512,1.340175,0.888545,4.010341,1.202383,0.000512,0.007136,3.713411,1.795284,0.961602,10.765451,26.719948,0.349656,1.410023,7333667611,7270287451,1,63.38016,dino,True,9.077284,1.627478,i2-i31-0770,scene-0770,scene-0770:image:1
0.0,0.0,0.002552,0.002531,0.001919,1.412073,0.0,,0.430455,0.10438,,0.553473,NVTX inference includes CUDA event synchronization,3125412013042608,0.343909,3.426555,6.3213420000000005,1.5071330000000005,8.484816,0.098464,1.294483,0.827726,3.930252,1.161035,0.002752,0.00688,3.697056,1.74092,0.902159,10.593633,26.699168,0.376483,1.393442,7403754193,7340543193,2,63.211,dino,True,8.828725,1.451026,i2-i31-0770,scene-0770,scene-0770:image:2
0.0,0.000576,0.002231,0.002551,0.001984,1.478731,0.0,,0.433908,0.104806,,0.564883,NVTX inference includes CUDA event synchronization,3125412083112102,0.321506,3.314586,6.261082999999999,1.5452399999999988,8.529247,0.096891,1.302069,0.75204,3.931363,1.214221,0.004512,0.004417,3.441748,1.760829,0.826089,10.53293,26.831998,0.327285,1.335611,7473823689,7410519233,3,63.304456,dino,True,8.850753,1.480362,i2-i31-0770,scene-0770,scene-0770:image:3
0.0,0.0,0.00232,0.002967,0.001929,1.432024,0.0,,0.455272,0.106008,,0.546154,NVTX inference includes CUDA event synchronization,3125412166050365,0.351399,3.407696,6.341305,1.579268,8.536579999999999,0.101611,1.29494,0.881058,3.864018,1.160012,0.000544,0.006528,3.738886,1.75216,0.951426,10.645517,26.731756,0.360464,1.39391,7556762290,7493690985,4,63.071305,dino,True,8.887979,1.530672,i2-i31-0770,scene-0770,scene-0770:image:4
0.0,0.001556,0.002057,0.003185,0.002156,1.442598,0.0,,0.414592,0.110846,,0.57602,NVTX inference includes CUDA event synchronization,3125412237115342,0.313699,3.40162,6.319811999999999,1.5438359999999998,8.559123,0.095485,1.36751,0.791236,3.842195,1.22328,0.002944,0.006336,3.659564,1.812539,0.867461,10.557555,27.071263,0.356809,1.384857,7627827357,7563795646,5,64.031711,dino,True,8.872822,1.712483,i2-i31-0770,scene-0770,scene-0770:image:5
0.0,7.4e-05,0.002657,0.002497,0.001994,1.476936,0.0,,0.496759,0.1112,,0.533212,NVTX inference includes CUDA event synchronization,3125412370652360,0.349604,11.936193,6.556906000000001,1.506996,8.832631000000001,0.107637,1.374768,1.071256,3.976477,1.137709,0.000544,0.006848,3.891391,1.832853,1.141592,10.807435,26.669093,0.365953,1.418932,7761364060,7697932736,6,63.431324,dino,True,9.182235,2.566275,i2-i31-0770,scene-0770,scene-0770:image:6
0.0,0.000544,0.002545,0.002648,0.00202,1.476978,0.0,,0.439281,0.117596,,0.535649,NVTX inference includes CUDA event synchronization,3125412441171306,0.312163,3.383683,6.508255,1.5179679999999998,8.773353,0.092889,1.3948,0.783156,4.111093,1.177098,0.00224,0.006272,3.632163,1.845812,0.857493,10.754363,26.698845,0.328919,1.390563,7831883048,7768218169,7,63.664879,dino,True,9.085516,1.458938,i2-i31-0770,scene-0770,scene-0770:image:7
0.0,0.0,0.002409,0.002481,0.001847,1.440887,0.0,,0.399176,0.102146,,0.549866,NVTX inference includes CUDA event synchronization,3125412511523602,0.310787,3.409614,6.243476,1.493367,8.431501,0.096559,1.318414,0.77821,3.886829,1.161229,0.000544,0.007136,3.747552,1.779221,0.853922,10.755214,26.680459,0.342726,1.39117,7902235063,7838965468,8,63.269595,dino,True,8.742288,1.475507,i2-i31-0770,scene-0770,scene-0770:image:8
0.0,0.001248,0.002967,0.002472,0.001867,1.589283,0.0,,0.44711,0.109147,,0.558596,NVTX inference includes CUDA event synchronization,3125412582686244,0.321282,3.367771,7.242167,1.9819330000000006,9.633575,0.095386,1.339117,0.757138,4.025293,1.746422,0.002304,0.007264,3.663343,1.79192,0.831219,10.603702,27.277747,0.350257,1.360536,7973398136,7909093359,9,64.304777,dino,True,9.954857,1.490773,i2-i31-0770,scene-0770,scene-0770:image:9
0.0,0.000778,0.002348,0.002595,0.001857,1.483619,0.0,,0.467751,0.116441,,0.536609,NVTX inference includes CUDA event synchronization,3125412667181847,0.345767,3.453299,6.5870169999999995,1.6413959999999994,8.853247999999999,0.11386,1.322545,0.882613,3.893273,1.338672,0.000544,0.006112,3.749765,1.779607,0.953846,10.71642,26.928726,0.35118,1.403483,8057893474,7994369275,10,63.524199,dino,True,9.199015,1.902859,i2-i31-0770,scene-0770,scene-0770:image:10
0.000461,0.001152,0.003084,0.00251,0.001846,1.438267,0.0,,0.426711,0.116416,,0.550142,NVTX inference includes CUDA event synchronization,3125412738692657,0.321666,3.423185,6.546002,1.5352350000000001,8.764925,0.093733,1.428981,0.803132,4.002615,1.213487,0.002944,0.006464,3.667366,1.859002,0.878205,10.540415,26.990243,0.34475,1.39409,8129404204,8065303363,11,64.100841,dino,True,9.086591,1.840821,i2-i31-0770,scene-0770,scene-0770:image:11
0.0,0.0,0.003121,0.002857,0.002348,1.477979,0.0,,0.495198,0.137015,,0.563705,NVTX inference includes CUDA event synchronization,3125412856397118,0.404582,3.522398,7.360318999999999,1.5911709999999992,9.63796,0.101987,1.392208,0.956514,4.635269,1.357969,0.000512,0.006912,3.836755,1.823573,1.027203,10.99279,27.633309,0.382691,1.395415,8247109121,8182206404,12,64.902717,dino,True,10.042542,1.960248,i2-i31-0770,scene-0770,scene-0770:image:12
0.000189,0.0,0.002256,0.00301,0.001767,1.393812,0.0,,0.449067,0.103037,,0.529812,NVTX inference includes CUDA event synchronization,3125412927242079,0.349093,3.429247,6.0301529999999985,1.5233989999999995,8.16401,0.096813,1.248093,0.837533,3.658804,1.141164,0.00064,0.006657,3.948227,1.70711,0.909406,10.548183,26.825894,0.362806,1.34775,8317953778,8254763092,13,63.190686,dino,True,8.513103,1.896631,i2-i31-0770,scene-0770,scene-0770:image:13
0.000361,0.001392,0.002359,0.002701,0.001979,1.492854,0.0,,0.450038,0.112398,,0.541202,NVTX inference includes CUDA event synchronization,3125412998340307,0.354309,3.437741,6.647077,1.5852390000000005,8.898052,0.100364,1.329851,0.899045,4.159769,1.168397,0.002304,0.007392,3.713113,1.772862,0.971205,10.75255,26.813909,0.367162,1.403089,8389051931,8325371856,14,63.680075,dino,True,9.252361,1.915808,i2-i31-0770,scene-0770,scene-0770:image:14
0.0,0.000545,0.002237,0.002943,0.001879,1.445245,0.0,,0.424866,0.114121,,0.555111,NVTX inference includes CUDA event synchronization,3125413068798767,0.314851,3.401901,6.347852000000001,1.5082720000000007,8.579948000000002,0.09779,1.339287,0.809001,3.972657,1.160272,0.000608,0.006912,3.686922,1.79465,0.881801,10.73565,26.642059,0.364613,1.416125,8459510988,8396159937,15,63.351051,dino,True,8.894799,1.537616,i2-i31-0770,scene-0770,scene-0770:image:15
0.0,0.000843,0.002495,0.00243,0.002045,1.494746,0.0,,0.430806,0.118233,,0.553556,NVTX inference includes CUDA event synchronization,3125413166382512,0.330277,3.481626,6.6278749999999995,1.5290850000000002,8.902752,0.095001,1.346637,0.874433,4.225491,1.155501,0.000544,0.006337,3.723413,1.757969,0.944994,10.551785,26.652349,0.347567,1.391496,8557094424,8494295929,16,62.798495,dino,True,9.233029,1.742046,i2-i31-0770,scene-0770,scene-0770:image:16
0.000512,0.000576,0.002249,0.002916,0.001975,1.609387,0.0,,0.455129,0.10441,,0.551685,NVTX inference includes CUDA event synchronization,3125413237445378,0.327043,3.391055,7.116155,1.689947,9.517951,0.093937,1.458189,0.800072,4.034266,1.761415,0.000576,0.006592,3.711543,1.904595,0.871945,10.627608,27.30792,0.342033,1.456415,8628156955,8564258298,17,63.898657,dino,True,9.844994,1.687603,i2-i31-0770,scene-0770,scene-0770:image:17
0.0,0.001088,0.002693,0.002462,0.001982,1.466985,0.0,,0.454804,0.101815,,0.514286,NVTX inference includes CUDA event synchronization,3125413368953650,0.317027,11.291172,6.5841650000000005,1.5559070000000013,8.813253000000001,0.14151,1.308156,1.022091,3.918123,1.177869,0.000512,0.006112,3.947628,1.767875,1.092363,10.734726,26.751742,0.371927,1.456571,8759665189,8696168500,18,63.496689,dino,True,9.13028,2.494966,i2-i31-0770,scene-0770,scene-0770:image:18
0.000464,0.0,0.002743,0.002592,0.001856,1.449308,0.0,,0.390288,0.105692,,0.56135,NVTX inference includes CUDA event synchronization,3125413440351702,0.30826,3.704986,6.509523,1.526122,8.715556,0.105448,1.336321,0.774087,4.107901,1.163633,0.00304,0.007264,3.628748,1.789447,0.851208,10.752126,26.939668,0.336191,1.367084,8831063317,8766906303,19,64.157014,dino,True,9.023816,1.477994,i2-i31-0770,scene-0770,scene-0770:image:19
0.000186,0.000292,0.002184,0.002423,0.002157,1.477203,0.0,,0.424689,0.158779,,0.695574,NVTX inference includes CUDA event synchronization,3125413512892485,0.37943,4.120307,6.8942440000000005,1.8644090000000002,9.278301,0.093276,1.490189,0.784947,4.261599,1.153839,0.002976,0.006496,3.667109,1.947093,0.858388,11.087016,26.798358,0.359899,1.391888,8903604620,8839202206,20,64.402414,dino,True,9.657731,1.725221,i2-i31-0770,scene-0770,scene-0770:image:20
1.5e-05,0.001184,0.002205,0.00326,0.001964,1.483783,0.0,,0.414243,0.108128,,0.557971,NVTX inference includes CUDA event synchronization,3125413583977811,0.340164,3.427093,6.337396999999999,1.5113769999999995,8.569986,0.096764,1.31757,0.812905,3.938812,1.22565,0.000576,0.006496,3.670307,1.773002,0.885354,10.671807,26.909384,0.366969,1.400992,8974689827,8911207157,21,63.48267,dino,True,8.91015,1.742818,i2-i31-0770,scene-0770,scene-0770:image:21
0.0,0.0,0.002376,0.003119,0.001976,1.41001,0.0,,0.419135,0.114916,,0.536193,NVTX inference includes CUDA event synchronization,3125413666372122,0.339235,3.424782,6.260684,1.5197860000000007,8.409174,0.096322,1.308732,0.83319,3.829024,1.154059,0.000576,0.00672,3.646377,1.770273,0.904199,10.722416,26.754245,0.371606,1.345443,9057084349,8993978288,22,63.106061,dino,True,8.748409,1.722016,i2-i31-0770,scene-0770,scene-0770:image:22
0.0,0.000254,0.002336,0.003213,0.002015,1.439037,0.0,,0.402312,0.1124,,0.561083,NVTX inference includes CUDA event synchronization,3125413737125183,0.334436,3.384279,6.487373,1.5078840000000007,8.675587,0.09445,1.350874,0.762112,4.185028,1.100811,0.001728,0.007136,3.646287,1.795232,0.836001,10.855912,26.71356,0.371061,1.39182,9127837872,9064333539,23,63.504333,dino,True,9.010023,1.658514,i2-i31-0770,scene-0770,scene-0770:image:23
0.0,0.00125,0.002207,0.00313,0.001977,1.479146,0.0,,0.433404,0.109622,,0.526186,NVTX inference includes CUDA event synchronization,3125413867561475,0.331941,9.696811,6.593655,1.5287180000000005,8.818636,0.122247,1.336652,0.874554,4.145641,1.135405,0.000512,0.006848,3.901439,1.74789,0.944443,10.49045,26.704842,0.388107,1.447259,9258273378,9195411312,24,62.862066,dino,True,9.150577,3.3518,i2-i31-0770,scene-0770,scene-0770:image:24
0.0,0.0,0.002684,0.002498,0.002305,1.331724,0.0,,0.394072,0.093278,,0.558485,NVTX inference includes CUDA event synchronization,3125414075940865,0.338819,3.362393,5.659631999999999,1.4416269999999995,7.705858999999999,0.091962,1.228078,0.747877,3.447121,1.081453,0.002272,0.004288,3.461696,1.667954,0.820614,10.05025,26.728772,0.341012,1.334881,9466652670,9404112145,27,62.540525,dino,True,8.044678,1.657626,i2-i31-0770,scene-0770,scene-0770:image:27
0.0,0.000238,0.002769,0.002571,0.002206,1.420307,0.0,,0.409605,0.123849,,0.554682,NVTX inference includes CUDA event synchronization,3125414167501939,0.336131,4.366603,6.166708999999999,1.5017379999999996,8.346805,0.098202,1.322518,0.837644,3.764131,1.151631,0.000576,0.006496,3.741407,1.781497,0.908557,10.632411,26.816162,0.351541,1.405596,9558213701,9495146895,28,63.066806,dino,True,8.682936,1.736217,i2-i31-0770,scene-0770,scene-0770:image:28
0.0,0.001696,0.002104,0.002464,0.002176,1.420966,0.0,,0.392568,0.103807,,0.520836,NVTX inference includes CUDA event synchronization,3125414237808724,0.313989,3.395281,6.332753,1.5086320000000004,8.465381,0.105947,1.477864,0.736933,3.801114,1.13928,0.002816,0.006784,3.628908,1.92222,0.810469,10.465762,26.715683,0.370701,1.358605,9628520200,9565170396,29,63.349804,dino,True,8.77937,1.646893,i2-i31-0770,scene-0770,scene-0770:image:29
0.0,0.000311,0.002286,0.002562,0.001875,1.429917,0.0,,0.431263,0.099988,,0.515212,NVTX inference includes CUDA event synchronization,3125414367335673,0.316195,11.794532,6.347771,1.4847929999999998,8.51499,0.116928,1.281057,1.058177,3.766505,1.116237,0.00048,0.007008,3.926557,1.693703,1.128706,10.134978,26.635113,0.35184,1.437005,9758047351,9695485660,30,62.561691,dino,True,8.831185,2.687394,i2-i31-0770,scene-0770,scene-0770:image:30
0.0,0.0,0.002394,0.003126,0.001899,1.390581,0.000576,,0.36288,0.099351,,0.556481,NVTX inference includes CUDA event synchronization,3125414436826159,0.30282,3.369681,5.886779999999999,1.4828759999999992,8.001247999999999,0.08917,1.256137,0.72311,3.646843,1.099148,0.002176,0.004608,3.450755,1.677261,0.795463,10.103203,26.853322,0.326638,1.307862,9827538046,9764773880,31,62.764166,dino,True,8.304068,1.438837,i2-i31-0770,scene-0770,scene-0770:image:31
6.4e-05,0.000793,0.002244,0.002577,0.001865,1.36634,0.0,,0.346914,0.099764,,0.557453,NVTX inference includes CUDA event synchronization,3125414506379114,0.296258,3.40056,5.724679,1.481471,7.8064350000000005,0.095499,1.248562,0.730698,3.457394,1.080269,0.002784,0.006016,3.560859,1.704087,0.802795,10.247777,26.752245,0.329097,1.340289,9897091497,9834492921,32,62.598576,dino,True,8.102693,1.488602,i2-i31-0770,scene-0770,scene-0770:image:32
0.0,0.000608,0.002745,0.002523,0.002334,1.475809,0.0,,0.381804,0.104391,,0.552106,NVTX inference includes CUDA event synchronization,3125414576740300,0.316258,3.362754,6.396642,1.5703380000000005,8.602704000000001,0.091661,1.341103,0.749438,4.065961,1.091501,0.002752,0.006208,3.492561,1.78021,0.821471,10.627095,26.738326,0.369739,1.324146,9967451941,9904079697,33,63.372244,dino,True,8.918962,1.730095,i2-i31-0770,scene-0770,scene-0770:image:33
0.0,0.0,0.002409,0.002615,0.001971,1.42342,0.0,,0.425043,0.100323,,0.548302,NVTX inference includes CUDA event synchronization,3125414666370126,0.323237,3.41653,6.093642000000001,1.4766540000000008,8.274488,0.099284,1.259822,0.876375,3.661607,1.216879,0.00112,0.005984,3.722933,1.718582,0.947415,10.469702,26.780998,0.388127,1.419241,10057081646,9994222181,34,62.859465,dino,True,8.597725,1.73458,i2-i31-0770,scene-0770,scene-0770:image:34
0.000299,0.0,0.002577,0.003175,0.002063,1.45562,0.0,,0.401802,0.121876,,0.539012,NVTX inference includes CUDA event synchronization,3125414738922902,0.31754,3.367042,6.824593999999999,1.536334,9.033478,0.108373,1.297435,0.791349,4.468171,1.14158,0.000544,0.007232,3.743784,1.74669,0.864086,11.151854,26.818685,0.361859,1.387522,10129634592,10065713711,35,63.920881,dino,True,9.351018,3.183508,i2-i31-0770,scene-0770,scene-0770:image:35
0.0,0.0,0.002667,0.002499,0.00199,1.379773,0.0,,0.420906,0.096448,,0.543199,NVTX inference includes CUDA event synchronization,3125414867391356,0.32698,10.53787,5.834200999999999,1.4657599999999995,7.954702999999999,0.102781,1.220389,0.928909,3.450297,1.106667,0.000576,0.006304,3.684034,1.683752,0.999182,10.370219,26.677025,0.354155,1.342083,10258103297,10195493667,36,62.60963,dino,True,8.281683,2.648813,i2-i31-0770,scene-0770,scene-0770:image:36
0.0,0.0,0.002485,0.002821,0.002149,1.373393,0.0,,0.399296,0.096842,,0.546713,NVTX inference includes CUDA event synchronization,3125414937472465,0.308643,3.419055,5.996835,1.5493189999999997,8.111891,0.09139,1.284549,0.750119,3.621625,1.114988,0.002272,0.006272,3.522308,1.730477,0.823272,10.289599,26.714711,0.332509,1.346558,10328184524,10265082429,37,63.102095,dino,True,8.420534,1.466653,i2-i31-0770,scene-0770,scene-0770:image:37
0.0,0.0,0.002897,0.002477,0.001866,1.346498,0.0,,0.391836,0.09402,,0.570201,NVTX inference includes CUDA event synchronization,3125415007286014,0.309637,3.367447,5.738817999999999,1.4533449999999988,7.838975999999999,0.092031,1.24487,0.769556,3.506781,1.074062,0.002784,0.005184,3.515852,1.703693,0.842933,10.386224,26.736271,0.34805,1.313175,10397997512,10335138350,38,62.859162,dino,True,8.148613,1.48102,i2-i31-0770,scene-0770,scene-0770:image:38
0.0,0.0,0.00209,0.002489,0.001976,1.372689,0.0,,0.343629,0.096171,,0.558573,NVTX inference includes CUDA event synchronization,3125415077153070,0.278914,3.418026,5.8517529999999995,1.4771139999999994,7.950455999999999,0.104779,1.245048,0.725179,3.559927,1.109675,0.002624,0.005024,3.58122,1.690976,0.797276,10.21154,26.788531,0.336658,1.380332,10467864686,10404946430,39,62.918256,dino,True,8.22937,1.51032,i2-i31-0770,scene-0770,scene-0770:image:39
0.0,0.0,0.00215,0.002519,0.001927,1.434876,0.0,,0.400623,0.103452,,0.532185,NVTX inference includes CUDA event synchronization,3125415166792171,0.301987,3.466661,6.329865,1.5080729999999996,8.505609999999999,0.100618,1.297968,0.834391,3.893702,1.165133,0.000576,0.007136,3.847277,1.757239,0.905944,10.704915,26.74454,0.359991,1.428255,10557504201,10494375571,40,63.12863,dino,True,8.807597,1.579987,i2-i31-0770,scene-0770,scene-0770:image:40
0.0,0.000544,0.002311,0.002413,0.002092,1.407769,0.0,,0.363734,0.103314,,0.553806,NVTX inference includes CUDA event synchronization,3125415236914662,0.288802,3.42636,6.204962999999999,1.4468429999999994,8.352144,0.094479,1.44771,0.740978,3.768212,1.133708,0.002456,0.00656,3.628062,1.898438,0.813875,10.409184,26.747716,0.372998,1.318535,10627626057,10564435872,41,63.190185,dino,True,8.640946,1.482837,i2-i31-0770,scene-0770,scene-0770:image:41
0.0,0.0,0.002081,0.00259,0.001969,1.435207,0.00156,,0.456088,0.102242,,0.521724,NVTX inference includes CUDA event synchronization,3125415369214904,0.344962,11.410742,6.047854999999999,1.5254469999999998,8.226353999999999,0.123029,1.262813,0.981183,3.50475,1.166926,0.001056,0.006112,3.799637,1.723713,1.051136,10.372663,26.777541,0.366126,1.386942,10759927053,10697002797,42,62.924256,dino,True,8.571316,2.756808,i2-i31-0770,scene-0770,scene-0770:image:42
0.0,0.0,0.002843,0.002465,0.002505,1.41251,0.0,,0.408505,0.105251,,0.542231,NVTX inference includes CUDA event synchronization,3125415439674189,0.330019,3.408909,6.229179,1.525398,8.37547,0.092321,1.343296,0.732615,3.851849,1.150346,0.00272,0.006944,3.605537,1.796903,0.807464,10.559322,26.739268,0.357868,1.351094,10830385892,10766991905,43,63.393987,dino,True,8.705489,1.646657,i2-i31-0770,scene-0770,scene-0770:image:43
